CharID	CharName	Gender
u1180	MRS. SINGLEMAN	?
u1181	ROOM CLERK	m
u1182	WOMAN'S VOICE	?
u1183	A MAN	?
u1184	BARON	m
u1185	CHAUFFEUR	m
u1186	CLERK	m
u1187	DOCTOR	m
u1188	FLAEMMCHEN	f
u1189	GERSTENKORN	m
u1190	GRUSINSKAYA	f
u1191	KRINGELEIN	m
u1192	MANAGER	?
u1193	MEIERHEIM	?
u1194	PIMENOV	?
u1195	PREYSING	m
u1196	ROHNA	?
u1197	SCHWEIMANN	?
u1198	SENF	m
u1199	SUZETTE	f
u1200	WAITZ	?
u1201	ZINNOWITZ	m
u1202	BOBO	m
u1203	CLERK	?
u1204	COLE	?
u1205	DOCTOR	?
u1206	HEBBING	?
u1207	IRV	?
u1208	JEWELER	?
u1209	KAGGS	?
u1210	LILLY	f
u1211	MANAGER	?
u1212	MINTZ	?
u1213	MYRA	f
u1214	PIERSON	m
u1215	ROY	m
u1216	SIMMS	?
u1217	BLAKE	?
u1218	CARTER	?
u1219	DEPUTY CLARK	?
u1220	EDDIE	?
u1221	JIMMY	?
u1222	JOHN	m
u1223	KERI	f
u1224	LINDA	?
u1225	MOLLY	?
u1226	PAMELA	?
u1227	SHANE	?
u1228	WILL	m
u1229	BETH	?
u1230	DANNY	?
u1231	DEBRA	?
u1232	HARRY SIMMS	?
u1233	JAMIE	?
u1234	JOHN	?
u1235	KARA	?
u1236	LOOMIS	m
u1237	TIM	?
u1238	TOMMY	?
u1239	WYNN	m
u1240	HAROLD	m
u1241	LOOSELEAF	m
u1242	MILDRED	?
u1243	PAUL	m
u1244	PENELOPE	f
u1245	SHUTTLE	m
u1246	VON KONIGSWALD	?
u1247	WANDA JUNE	?
u1248	WOODLY	M
u1249	BEATRICE	?
u1250	BLACK STUD	?
u1251	BURROWS	?
u1252	FELICE	f
u1253	GIRL AT THE WINDOW	?
u1254	HOPE	?
u1255	JAKE	m
u1256	JISM JIM	?
u1257	KRISTEN	?
u1258	MANAGER	?
u1259	MARSHA	?
u1260	MARY	?
u1261	MAST	m
u1262	NIKI	f
u1263	RAMADA	?
u1264	RUCKER	?
u1265	TELLER	?
u1266	TOD	m
u1267	WES	?
u1268	CANDY	?
u1269	COP	?
u1270	EDITH	?
u1271	GLAUCUS	?
u1272	HAROLD	m
u1273	MAUDE	f
u1274	MRS. CHASEN	?
u1275	OFFICER	?
u1276	PRIEST	?
u1277	PSYCHIATRIST	m
u1278	SUNSHINE	?
u1279	UNCLE VICTOR	m
u1280	FEMALE CENOBITE	?
u1281	FRANK	?
u1282	JULIA	?
u1283	KIRSTY	f
u1284	KYLE	m
u1285	MALAHIDE	?
u1286	PINHEAD	?
u1287	RONSON	?
u1288	TIFFANY	?
u1289	ABE	?
u1290	ABE'S VOICE	?
u1291	BROOM	?
u1292	CLAY	?
u1293	GRIGORY	?
u1294	HELLBOY	m
u1295	LIZ	?
u1296	LOBBY GUARD	?
u1297	MANNING	?
u1298	MATLIN	?
u1299	MYERS	m
u1300	WHITMAN	?
u1301	1ST MAN	?
u1302	2ND MAN	?
u1303	CENOBITE	m
u1304	DOCTOR	?
u1305	FRANK	m
u1306	JULIA	f
u1307	KIRSTY	f
u1308	LARRY	m
u1309	NURSE	?
u1310	PRUDHOE	?
u1311	STEVE	m
u1312	ALISON'S MOM	?
u1313	BARRY	m
u1314	CAROLINE	f
u1315	CHARLIE	?
u1316	CUSTOMER	?
u1317	DICK	m
u1318	IAN	?
u1319	LAURA	f
u1320	LIZ	f
u1321	MARIE	f
u1322	MOM	?
u1323	ROB	m
u1324	VINCE	?
u1325	WOMAN	f
u1326	BRENNA	F
u1327	CONOR	M
u1328	DENNIS	?
u1329	DESK OFFICER	?
u1330	DUPONT	?
u1331	EXAMINER	?
u1332	FATHER	?
u1333	GRANDSON	?
u1334	INSPECTOR	?
u1335	INTRUDER	?
u1336	KAHN	?
u1337	KATHERINE	?
u1338	KIDELL	?
u1339	KNIGHT	?
u1340	KNIGHT'S VOICE	?
u1341	LIBRARIAN	?
u1342	MAJOR	?
u1343	MAN	?
u1344	MARA	?
u1345	MORAN	m
u1346	MOTHER	?
u1347	MR. NORTH	?
u1348	MULET	?
u1349	ROMIREZ	M
u1350	SUPERVISOR	?
u1351	TAUPIN	M
u1352	TAVERN MAN #2	?
u1353	TRAVELLER	?
u1354	UNCLE JOE	?
u1355	BENSINGER	?
u1356	BRUCE	m
u1357	BURNS	m
u1358	COOLEY	?
u1359	DUFFY	?
u1360	EGELHOFFER	?
u1361	ENDICOTT	m
u1362	GUS	?
u1363	HARTMAN	M
u1364	HILDY	f
u1365	LIEUTENANT	?
u1366	LOUIE	?
u1367	LOUIS	?
u1368	MAYOR	m
u1369	MCCUE	?
u1370	MOLLIE	?
u1371	MRS. BALDWIN	?
u1372	MURPHY	m
u1373	PINKUS	?
u1374	SCHWARTZ	?
u1375	WILLIAMS	m
u1376	WILSON	?
u1377	BILL	?
u1378	BRUCE	?
u1379	CLIVE	m
u1380	DAWN	f
u1381	GRACE	f
u1382	GRANDFATHER GEORGE	?
u1383	GRANDMA	?
u1384	MAC	m
u1385	MOLLY	?
u1386	ROGER	?
u1387	SUE	?
u1388	BABY	f
u1389	BILL	m
u1390	CAPT. SPAULDING	?
u1391	CASHIER	?
u1392	DENISE	f
u1393	HUSTON	?
u1394	JERRY	m
u1395	MARY	f
u1396	MOTHER	?
u1397	MR. WILLIS	?
u1398	NAISH	?
u1399	OTIS	?
u1400	STUCKY	?
u1401	WYDELL	?
u1402	FATHER	?
u1403	FEMALE ROOMMATE	?
u1404	GABRIELLE	f
u1405	LILA	f
u1406	MOTHER	?
u1407	NATHAN	m
u1408	OLDER WOMAN	?
u1409	PUFF	m
u1410	ROSE	?
u1411	WENDALL	?
u1412	BARTENDER	?
u1413	BERT	m
u1414	BIG JOHN	?
u1415	CHARLIE	m
u1416	EDDIE	m
u1417	FATS	m
u1418	FINDLEY	m
u1419	PLAYER	?
u1420	SARAH	f
u1421	YOUNG MAN	?
u1422	EMMA	f
u1423	FRENCH VOICE	?
u1424	NEVILLE	m
u1425	OLD MAN	?
u1426	VIRGINIA	?
u1427	DAD	m
u1428	DAD'S VOICE	?
u1429	JIMMY	m
u1430	LINDA	f
u1431	MOM	?
u1432	PRINCIPAL	?
u1433	ALICIA	?
u1434	CONSTANCE	f
u1435	DAVID	m
u1436	GENERAL GREY	m
u1437	JASMINE	f
u1438	JIMMY	?
u1439	MARGARET	?
u1440	MARTY	m
u1441	MIGUEL	?
u1442	MOISHE	?
u1443	NIMZIKI	?
u1444	OKUN	?
u1445	OKUN/ALIEN	?
u1446	PHILIP	?
u1447	PRESIDENT	m
u1448	RUSSELL	?
u1449	SECOND OFFICER	?
u1450	STEVE	m
u1451	TROY	?
u1452	BRODY	m
u1453	BUTLER	?
u1454	DONOVAN	m
u1455	ELSA	f
u1456	HENRY	m
u1457	INDY	m
u1458	KAZIM	?
u1459	KNIGHT	?
u1460	SALLAH	?
u1461	CAPT. BLUMBURTT	?
u1462	CHATTAR LAL	?
u1463	INDIANA	m
u1464	LAO	?
u1465	MOLA RAM	?
u1466	SHAMAN	?
u1467	SHORT ROUND	?
u1468	WILLIE	f
u1469	AL	m
u1470	BURR	?
u1471	COLIN	?
u1472	DIETER	?
u1473	FINNEGAN	?
u1474	GRUNER	?
u1475	JOE	M
u1476	LEADER	?
u1477	OUTSIDE -	?
u1478	RECEPTIONIST.	?
u1479	RENE	F
u1480	RYUJI	?
u1481	TECH 2	?
u1482	TECH 3	?
u1483	WAITER	?
u1484	WOMAN	?
u1485	BARBARA	?
u1486	BILL ROBERTSON'S VOICE	?
u1487	CHARLIE PHILLIPS	?
u1488	DEBBIE DELUCA	?
u1489	DEBORAH	?
u1490	DON HEWITT	m
u1491	ERIC KLUSTER	?
u1492	FBI AGENT #2	?
u1493	FELLING	?
u1494	HELEN CAPERELLI	?
u1495	JIM COOPER	?
u1496	JIM COOPER'S VOICE	?
u1497	LIANE	f
u1498	LIANE'S VOICE	?
u1499	LOWELL	m
u1500	LOWELL'S VOICE	?
u1501	MICHAEL MOORE	?
u1502	MIKE WALLACE	m
u1503	MOTLEY	?
u1504	RICHARD SCRUGGS	?
u1505	SHARON	f
u1506	THE HOTEL MANAGER'S VOICE	?
u1507	THE SHEIKH	?
u1508	THOMAS SANDEFUR	?
u1509	TOBACCO LAWYER	?
u1510	WIGAND	m
u1511	WIGAND'S VOICE	?
u1512	BONNIE	?
u1513	DOYLE	m
u1514	GANGSTER	?
u1515	JOE	?
u1516	JUDGE	?
u1517	KENNETH	M
u1518	LAWYER	?
u1519	MARYLIN	f
u1520	MILES	m
u1521	PATRICIA	?
u1522	RAMONA	?
u1523	REX	m
u1524	RUTH	?
u1525	SARAH	f
u1526	VOICE	?
u1527	WITNESS	?
u1528	WOMAN	?
u1529	WRIGLEY	m
u1530	ANDREWS	f
u1531	BOY	?
u1532	CAPTAIN	?
u1533	DANKER	?
u1534	DRIVER	?
u1535	ELLIE	f
u1536	ELLIE'S VOICE	?
u1537	FIRST PILOT	?
u1538	FIRST POLICEMAN	?
u1539	GORDON	m
u1540	GUARD	?
u1541	KING	?
u1542	LOVINGTON	?
u1543	MAN	?
u1544	MARY	?
u1545	OLD LADY	?
u1546	OPERATOR	?
u1547	OWNER	?
u1548	PETER	m
u1549	PETER'S VOICE	?
u1550	SECOND PILOT	?
u1551	SECRETARY	?
u1552	SHAPELEY	m
u1553	WESTLEY	?
u1554	WIFE	?
u1555	AL	?
u1556	ANDREWS	m
u1557	BANISTER	?
u1558	BILL	m
u1559	CORONER	?
u1560	DYMOND	?
u1561	FERRIE	m
u1562	FINCK	?
u1563	FRANK	?
u1564	GARRISON	?
u1565	GOLDBERG	?
u1566	JASPER	?
u1567	JEAN HILL	?
u1568	JIM	m
u1569	JOHNSON	?
u1570	JUDGE HAGGERTY	?
u1571	LAWYER	?
u1572	LIZ	f
u1573	LONG	?
u1574	LOU	m
u1575	MALE VOICE	?
u1576	MAN	?
u1577	MARTIN	m
u1578	MERCER	?
u1579	MILLER	?
u1580	MOBSTER	?
u1581	NUMA	?
u1582	O'KEEFE	?
u1583	OFFICIAL	?
u1584	RUBY	?
u1585	SHAW	m
u1586	SUSIE	f
u1587	VIRGINIA	?
u1588	X	f
u1589	AMY	?
u1590	ANITA	?
u1591	BEAUMONT	m
u1592	DARGUS	m
u1593	JACKIE	f
u1594	LOUIS	m
u1595	MAX	m
u1596	MELANIE	f
u1597	NICOLET	m
u1598	ORDELL	m
u1599	PUBLIC DEFENDER	?
u1600	SHERONDA	?
u1601	WINSTON	?
"u1602	""DOCTOR""	m106	jacob's ladder	?	?"		
u1603	DELLA	?
u1604	DOORMAN	?
u1605	DOUG	?
u1606	ELI	?
u1607	ELSA	?
u1608	FRANK	m
u1609	GABE	?
u1610	GEARY	?
u1611	GEORGE	?
u1612	JACOB	m
u1613	JERRY	?
u1614	JEZZIE	f
u1615	LEADER	?
u1616	LOUIS	m
u1617	MICHAEL	m
u1618	MRS. CARMICHAEL	?
u1619	NURSE	?
u1620	PAUL	m
u1621	RECEPTIONIST	?
u1622	RESIDENT	?
u1623	ROD	?
u1624	SARAH	?
u1625	STERN	?
u1626	VOICE	?
u1627	WOMAN	?
u1628	AZRAEL	?
u1629	BOEMAN	?
u1630	BRODSKI	m
u1631	DALLAS	?
u1632	DELONGPRE	?
u1633	FAT LOU	?
u1634	JANESSA	?
u1635	KAY-EM 14	f
u1636	KICKER	?
u1637	KKINSA	?
u1638	PEREZ	?
u1639	RIZZO	?
u1640	THORGAN	?
u1641	YLLO	?
u1642	BRODY	m
u1643	CASSIDY	?
u1644	CHARLIE	?
u1645	DENHERDER	?
u1646	ELLEN	f
u1647	ELLEN'S VOICE	?
u1648	HENDRICKS	?
u1649	HOOPER	m
u1650	MEADOWS	?
u1651	MICHAEL	?
u1652	QUINT	m
u1653	VAUGHN	m
u1654	BLEEKER	m
u1655	BLEEKER'S MOM	?
u1656	BREN	f
u1657	GERTA	?
u1658	GIRL LAB PARTNER	?
u1659	GUY LAB PARTNER	?
u1660	JUNO	f
u1661	LEAH	f
u1662	MAC	f
u1663	MARK	m
u1664	PUNK RECEPTIONIST	?
u1665	ROLLO	?
u1666	SU-CHIN	?
u1667	ULTRASOUND TECH	?
u1668	VANESSA	f
u1669	VIJAY	?
u1670	ADELE	f
u1671	ATTENDANT	?
u1672	BRIAN	m
u1673	CAROL	?
u1674	CARRIE	f
u1675	EARLY	m
u1676	PAROLE OFFICER	?
u1677	POLICE OFFICER	?
u1678	BLACK NURSE	?
u1679	CASPER	m
u1680	DARCY	f
u1681	FIDGET	?
u1682	GIRL	?
u1683	HAROLD	?
u1684	HOODLUM	?
u1685	JENNIE	f
u1686	KOREAN STORE OWNER	?
u1687	LINDA	?
u1688	MISHA	?
u1689	MOM	?
u1690	PAUL	?
u1691	RUBY	f
u1692	STEVEN	?
u1693	SUSAN	?
u1694	TAMARA	?
u1695	TAXI DRIVER	m
u1696	TELLY	m
u1697	WHITE NURSE	?
u1698	ANDY	m
u1699	CALLER	?
u1700	DAVID	?
u1701	DOCTOR FULTON	m
u1702	ERICA	?
u1703	FRANK	m
u1704	GIRL	?
u1705	JEREMY	?
u1706	KATHY	f
u1707	NOLAN	?
u1708	PETER	m
u1709	WOMAN	?
u1710	WOMAN'S VOICE	?
u1711	YURILIVICH	?
u1712	COLWYN	m
u1713	CYCLOPS	?
u1714	ERGO	?
u1715	LYSSA	f
u1716	QUEEN	?
u1717	ROWAN	?
u1718	SEER	?
u1719	TITCH	?
u1720	TORQUIL	m
u1721	TUROLD	?
u1722	VELLA	?
u1723	VOICE OF THE BEAST	?
u1724	WIDOW	f
u1725	YNYR	m
u1726	COP	?
u1727	JENNY	?
u1728	LEON	m
u1729	MAN	?
u1730	MATHILDA	f
u1731	RECEPTIONIST	?
u1732	RINALDI	?
u1733	STANSFIELD	?
u1734	THE BOSS	?
u1735	TONY	?
u1736	ADELLE	f
u1737	DALLY	?
u1738	DENNY	?
u1739	DR. RAY	?
u1740	DR. ROYCE	?
u1741	ELLEN	F
u1742	FATHER	?
u1743	GERALD	?
u1744	HANSEN	?
u1745	ISAAC	?
u1746	JOSELLE	?
u1747	KRIS	?
u1748	MAURICE	M
u1749	MICHELLE	?
u1750	MR. CALDWELL	?
u1751	OLD WOMAN	?
u1752	PRIEST	?
u1753	STEPHANIE	?
u1754	TANDY	?
u1755	BEN	m
u1756	BRAD	?
u1757	CONVENTIONEER	?
u1758	SERA	f
u1759	WAITRESS	?
u1760	YURI	?
u1761	ADVISOR	?
u1762	BROOKE	?
u1763	CHUTNEY	f
u1764	DEWEY	?
u1765	DONOVAN	?
u1766	DORKY DAVID	?
u1767	ELLE	f
u1768	EMMETT	m
u1769	ENRIQUE	?
u1770	FUZZY 2L	?
u1771	GUARD	?
u1772	MARGOT	f
u1773	MRS. WINDHAM VANDERMARK	?
u1774	PAULETTE	f
u1775	PROFESSOR DONOVAN	?
u1776	PROFESSOR STROMWELL	?
u1777	SARAH	?
u1778	SERENA	?
u1779	WARNER	m
u1780	1ST DEMON	?
u1781	2ND DEMON	?
u1782	BARON	M
u1783	DRAGON	?
u1784	GUMP	m
u1785	JACK	m
u1786	JENNY	F
u1787	JIMMY	?
u1788	LILI	f
u1789	OGG	?
u1790	OONA	f
u1791	SCREWBALL	?
u1792	THURGIS	?
u1793	ADAM	?
u1794	ALYSSA	f
u1795	BOB	?
u1796	BRYAN	m
u1797	COLLEEN	?
u1798	COREY	?
u1799	GEORGE	m
u1800	JOSH	?
u1801	KURT	?
u1802	NURSE	?
u1803	PETER	m
u1804	ROBIN	f
u1805	RYAN	?
u1806	SAM	m
u1807	ABERNATHY	?
u1808	BISCUIT	?
u1809	BLOCKER	?
u1810	BOUNCER	?
u1811	CLAUDE	M
u1812	COOKIE	?
u1813	DAISY	?
u1814	DILLARD	?
u1815	DOCTOR	?
u1816	GOLDMOUTH	?
u1817	HOPPIN' BOB	?
u1818	JAKE	?
u1819	JANGLE LEG	?
u1820	LEON	?
u1821	MAE ROSE	?
u1822	MAMA GIBSON	?
u1823	NURSE HUMPHRIES	?
u1824	PIKE	?
u1825	POKER FACE	?
u1826	RADIO	?
u1827	RAY	M
u1828	SLIM	?
u1829	SPANKY	?
u1830	SYLVIA	?
u1831	WILKINS	?
u1832	WILLIE	?
u1833	YVETTE	?
u1834	ADRIAN	?
u1835	ANGEL	f
u1836	BEEFY	m
u1837	CASSIUS	?
u1838	CHRISTA	?
u1839	DAD	m
u1840	DAN	?
u1841	GATEKEEPER	?
u1842	JIMMY THE DEMON	?
u1843	JOHN	?
u1844	KATHY LEE	?
u1845	LUCIFER	?
u1846	NICKY	m
u1847	PETER	?
u1848	REGIS	?
u1849	STREET VENDOR	?
u1850	STUDENT	?
u1851	TODD	?
u1852	VALERIE	f
u1853	BILLY	?
u1854	BOX	m
u1855	DOC	?
u1856	FRANCIS	m
u1857	HOLLY	?
u1858	JESSICA	f
u1859	LOGAN	m
u1860	MAN	?
u1861	MARY	?
u1862	OLD MAN	m
u1863	RECEPTIONIST	?
u1864	VOICE	?
u1865	WOMAN	?
"u1866	""V""	m123	lost highway	?	?"		
u1867	AL	?
u1868	ALICE	f
u1869	ANDY	?
u1870	ARNIE	?
u1871	BILL	?
u1872	CAPTAIN HENDERSON	?
u1873	CLAIRE	?
u1874	DR. ROGOFF	?
u1875	DRIVER	?
u1876	ED	?
u1877	FRED	m
u1878	GUARD	?
u1879	JOHNNY MACK	?
u1880	MARIAN	?
u1881	MR. EDDY	m
u1882	MYSTERY MAN	?
u1883	PETE	m
u1884	RAQUEL	?
u1885	RENEE	f
u1886	SHEILA	f
u1887	VOICE	?
u1888	WARDEN	?
u1889	ASSISTANT SECRETARY	?
u1890	BARNARD	m
u1891	CHANG	m
u1892	CLERK	?
u1893	CONWAY	m
u1894	GEORGE	m
u1895	GLORIA	?
u1896	HIGH LAMA	?
u1897	LAMA	?
u1898	LOVETT	m
u1899	MARIA	?
u1900	SONDRA	f
u1901	COWAN	?
u1902	DEE	?
u1903	INS LEADER	?
u1904	JAY	M
u1905	JEEBS	?
u1906	KAY	M
u1907	LAUREL	f
u1908	LEONARD	?
u1909	MIKEY	?
u1910	PRESIDENT	?
u1911	WALLACE	?
u1912	YAZ	?
u1913	ZED	m
u1914	ZED'S VOICE	?
u1915	AGATHA	f
u1916	ANDERTON	m
u1917	ANDERTON'S VOICE	?
u1918	BURGESS	m
u1919	CROW	m
u1920	CUSTOMER	?
u1921	DR. EDDIE	?
u1922	FLETCHER	m
u1923	GIDEON	?
u1924	HOWARD	?
u1925	IRIS	f
u1926	JAD	m
u1927	KNOTT	?
u1928	LARA	f
u1929	RUFUS	?
u1930	SARAH	?
u1931	SEAN	m
u1932	SECRETARY	?
u1933	WALLY	?
u1934	WITWER	m
u1935	ARTHUR	?
u1936	AUDREY	?
u1937	BARTENDER	?
u1938	BELLMAN	?
u1939	BIANCA	?
u1940	BOBBY	m
u1941	CHLOE	?
u1942	CYNTHIA	?
u1943	DOORMAN	?
u1944	FLIGHT ATTENDANT	?
u1945	HISPANIC KID	?
u1946	HORNY GUY	?
u1947	HORRACE	m
u1948	JESS	f
u1949	JIMMY	?
u1950	LEO	?
u1951	MAX	m
u1952	RICKY	m
u1953	RUIZ	?
u1954	SCREECH	?
u1955	WELSHMAN	m
u1956	WENDY	?
u1957	ARCHIE	m
u1958	BEMBRY	M
u1959	BENJAMIN	?
u1960	BENJAMIN 2X	?
u1961	BETTY	f
u1962	BROTHER EARL	?
u1963	CHAPLAIN GILL	?
u1964	DR. PAYSON	?
u1965	ELIJAH	?
u1966	GREGORY	?
u1967	HONEY	?
u1968	JUDGE	?
u1969	LAURA	?
u1970	LOUISE	?
u1971	MALCOLM	m
u1972	MALCOLM'S VOICE	?
u1973	MISS DUNNE	?
u1974	MRS. SWERLIN	?
u1975	PLAINCLOTHES	?
u1976	RUDY	?
u1977	SAMMY	?
u1978	SHORTY	m
u1979	SIDNEY	?
u1980	SISTER LUCILLE	?
u1981	SOPHIA	?
u1982	VOICE OF MALCOLM X	?
u1983	CREASY	m
u1984	CREASY'S VOICE	?
u1985	CUSTOMS	?
u1986	DANIEL	?
u1987	GUARDIAN TWO	?
u1988	JORDAN	?
u1989	JORGE	?
u1990	LISA	f
u1991	MANZANO	m
u1992	PINTA	F
u1993	RAYBURN	m
u1994	REINA	?
u1995	ROSANNA	?
u1996	SAMUEL	?
u1997	SISTER ANNA	?
u1998	TAZINARI	?
u1999	VOICE	?
u2000	ANDY	?
u2001	ANGIE	m
u2002	BARTENDER	?
u2003	CATHERINE	f
u2004	CLARA	f
u2005	DR. KEEGAN	?
u2006	FIRST IRISH WOMAN	?
u2007	GIRL	?
u2008	JOE	?
u2009	LEO	?
u2010	MARTY	m
u2011	MRS. FUSARI	?
u2012	MRS. PILLETTI	F
u2013	RALPH	?
u2014	SECOND IRISH WOMAN	?
u2015	THOMAS	?
u2016	VIRGINIA	?
u2017	DAGO RED	?
u2018	DUKE	m
u2019	FRANK	?
u2020	GENERAL HAMMOND	?
u2021	HAWKEYE	m
u2022	HENRY	?
u2023	HO-JON	?
u2024	HOT LIPS	?
u2025	KOREAN DOCTOR	?
u2026	LIEUTENANT DISH	?
u2027	LIEUTENANT SCORCH	?
u2028	ME LAY	?
u2029	MEDICAL CORPS SERGEANT	?
u2030	PAINLESS	m
u2031	RADAR	?
u2032	SECOND MEDICAL CORPS SERGEANT	?
u2033	SPEARCHUCKER	?
u2034	TRAPPER	m
u2035	UGLY JOHN	?
u2036	ANN	f
u2037	BEANY	m
u2038	BERT	?
u2039	BERT'S WIFE	?
u2040	COLONEL	?
u2041	CONNELL	m
u2042	D. B.	?
u2043	EDDIE	?
u2044	JOE	?
u2045	JOHN	m
u2046	MAYOR	?
u2047	MIKE	?
u2048	MOTHER	f
u2049	MRS. MITCHELL	?
u2050	POP	?
u2051	SECRETARY	?
u2052	SOURPUSS	?
u2053	TALL CHAP	?
u2054	BAFFERT	?
u2055	CLARENCE	?
u2056	DAVE	?
u2057	EARL	?
u2058	JAIL GUARD #2	?
u2059	KIMURA	?
u2060	KORDA	?
u2061	MCCALL	m
u2062	OFFICER #1	?
u2063	RAYMOND	?
u2064	RONNIE	f
u2065	ROPER	m
u2066	SOLIS	m
u2067	TRACK ANNOUNCER	?
u2068	CHRISTOPH	?
u2069	DEX	?
u2070	DIGITAL GENA	?
u2071	EMMA	?
u2072	GENA	?
u2073	HALDEN	?
u2074	KATIE	f
u2075	KID	?
u2076	LAWYER	?
u2077	SYNTHETIC VOICE	?
u2078	TANNER	?
u2079	ADAM	?
u2080	AISHA	?
u2081	ALPHA 5	?
u2082	BILLY	?
u2083	BULK	?
u2084	DULCEA	?
u2085	GOLDAR	?
u2086	IVAN	?
u2087	KIMBERLY	?
u2088	MORDANT	?
u2089	RITA	?
u2090	ROCKY	?
u2091	SKULL	?
u2092	TOMMY	?
u2093	ZEDD	?
u2094	ZORDON	?
u2095	AL CAPONE	?
u2096	BOBBY CLOWES	?
u2097	BOO-BOO HOFF	?
u2098	CAPONE	?
u2099	CHARLIE	?
u2100	DETECTIVE MULLAVEY	?
u2101	FRANK	?
u2102	GAY ORLOVA	?
u2103	JOE PROFACI	?
u2104	LANSKY	m
u2105	LUCIANO	m
u2106	MAD DOG COLL	?
u2107	MANAGER	?
u2108	MARANZANO	?
u2109	MASSERIA	m
u2110	REINA	?
u2111	ROTHSTEIN	?
u2112	SIEGEL	?
u2113	ALICE	?
u2114	BULL	?
u2115	DEATH	?
u2116	DR. EDELSTEIN	?
u2117	HERB	?
u2118	HUTCH	?
u2119	HYPNOS	m
u2120	JULIE	f
u2121	KIMMY	?
u2122	KITTY	?
u2123	MONKEYBONE	m
u2124	STU	m
u2125	STU-BONE	?
u2126	DISCIPLE PROSPECT	?
u2127	MARIAN	f
u2128	MARIKA	?
u2129	MISCHA	?
u2130	PAULA	f
u2131	BOY	?
u2132	CHAIRMAN	?
u2133	COOK	?
u2134	DIZ	m
u2135	EMMA	f
u2136	GRIFFITH	?
u2137	HUBERT	m
u2138	JEFFERSON	m
u2139	JIMMIE	?
u2140	MA	?
u2141	MCGANN	m
u2142	NOSEY	?
u2143	OTIS	?
u2144	PAINE	m
u2145	PETER	?
u2146	PRESIDENT	?
u2147	SAUNDERS	f
u2148	SENATOR	?
u2149	SPIELER	?
u2150	SUSAN	f
u2151	TAYLOR	m
u2152	VOICES	?
u2153	2ND BODYGUARD	?
u2154	AGENT	?
u2155	AMY	?
u2156	APPLICANT	?
u2157	BABE	f
u2158	BOB	?
u2159	BUDINGTON	?
u2160	BUTLER	m
u2161	BUTLERS	?
u2162	CEDAR	m
u2163	COBB	m
u2164	DOUGLAS	?
u2165	DR. FOSDICK	?
u2166	FARMER	?
u2167	FIRST BROTHER	?
u2168	FRANK	?
u2169	HALLOR	m
u2170	HENABERRY	?
u2171	JANE	?
u2172	JUDGE	?
u2173	LONGFELLOW	m
u2174	LONGFELLOW'S VOICE	?
u2175	MABEL	f
u2176	MAC	m
u2177	MORROW	?
u2178	MRS. MEREDITH	?
u2179	SVENSON	?
u2180	VOICE	?
u2181	VON HOLLER	?
u2182	WAITER	?
u2183	WALTER	m
u2184	ALTHEA	f
u2185	COOK	?
u2186	CORRECTIONAL OFFICER	?
u2187	DELBANCO	?
u2188	FOLLETT	m
u2189	GILROY	?
u2190	JEREMY	m
u2191	JUDGE OTTO	?
u2192	LILY	f
u2193	LIONEL	?
u2194	MARTIN	?
u2195	MRS. COOK	?
u2196	MUMFORD	m
u2197	NESSA	f
u2198	SHEELER	?
u2199	SKIP	m
u2200	SOFIE	f
u2201	ARDETH RAY	?
u2202	BENI	m
u2203	CURATOR	?
u2204	DANIELS	?
u2205	EVELYN	f
u2206	HENDERSON	?
u2207	HOOK	?
u2208	JONATHAN	m
u2209	O'CONNELL	m
u2210	WARDEN	?
u2211	AMAZING	?
u2212	ANABEL	?
u2213	BOWLER	?
u2214	CASANOVA	?
u2215	FURIOUS	m
u2216	HELLER	?
u2217	INVISIBLE BOY	?
u2218	MONICA	f
u2219	MOTHER	?
u2220	RAJA	m
u2221	SHOVELER	m
u2222	SPHINX	?
u2223	TONY P	?
u2224	ALEXANDER	m
u2225	BARRAS	?
u2226	BELLIARD	?
u2227	BERTRAND	?
u2228	BOURRIENNE	?
u2229	CAULAINCOURT	?
u2230	CHARLES	?
u2231	CORSICAN	?
u2232	DIDIER	?
u2233	DUROC	?
u2234	EUGENE	?
u2235	FRANCIS	?
u2236	GENERAL KUTUSOV	m
u2237	GIRL	f
u2238	JOSEPH	m
u2239	JOSEPHINE	f
u2240	JUNOT	?
u2241	MAJOR FIDON	?
u2242	MARIE-LOUISE	f
u2243	MONTESQUIOU	?
u2244	NAPOLEON	m
u2245	NARRATOR	?
u2246	ORDERLY	?
u2247	PICART	?
u2248	RUSSIAN GENTLEMAN	?
u2249	SCHWARZENBURG	?
u2250	TALLEYRAND	?
u2251	VARLAC	?
u2252	BABY'D	?
u2253	CRAIG	m
u2254	CUSTOMER #1	?
u2255	D'WANA	?
u2256	DAY-DAY	m
u2257	DEBO	?
u2258	DELIVERY GUY	?
u2259	EZAL	?
u2260	JOKER	?
u2261	KARLA	f
u2262	MISS HO KYM	?
u2263	MR. JONES	m
u2264	PINKY	?
u2265	ROACH	m
u2266	SUGA	?
u2267	UNCLE ELROY	m
u2268	BRENDAN GRANT	?
u2269	CABBIE	?
u2270	ELEANOR GRANT	f
u2271	GENE	m
u2272	HUEY	m
u2273	KRISTA	?
u2274	LYNN	?
u2275	MR. SMITH	m
u2276	MS. JONES	?
u2277	MYSTERY MAN	?
u2278	OFFICER TRUST	?
u2279	BART	?
